link,path,value
https://agora.olery.com/v2/companies/152/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[65.319446603451]
https://agora.olery.com/v2/companies/136/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[65.603747922019]
https://agora.olery.com/v2/companies/155/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[59.4415752098128]
https://agora.olery.com/v2/companies/824/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[69.183149630077]
https://agora.olery.com/v2/companies/577076/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[79.6141152576796]
https://agora.olery.com/v2/companies/156/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[64.4319550381373]
https://agora.olery.com/v2/companies/806/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[73.7185549460942]
https://agora.olery.com/v2/companies/62/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[74.8352713178295]
https://agora.olery.com/v2/companies/59/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[72.91634331833]
https://agora.olery.com/v2/companies/2276/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[51.0042152243987]
https://agora.olery.com/v2/companies/261/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[71.4709762532981]
https://agora.olery.com/v2/companies/130/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[68.8767299645961]
https://agora.olery.com/v2/companies/109/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[66.2801342691486]
https://agora.olery.com/v2/companies/268/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[69.082774049217]
https://agora.olery.com/v2/companies/252/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[60.2725181383826]
https://agora.olery.com/v2/companies/565269/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[60.1774154878926]
https://agora.olery.com/v2/companies/120/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[63.6329376295459]
https://agora.olery.com/v2/companies/286/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[53.3263671194706]
https://agora.olery.com/v2/companies/673102/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[74.8045700541191]
https://agora.olery.com/v2/companies/2170/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[73.6808780075981]
https://agora.olery.com/v2/companies/577298/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[76.9469026548673]
https://agora.olery.com/v2/companies/673216/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[74.5304626660559]
https://agora.olery.com/v2/companies/568057/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[66.7070217917676]
https://agora.olery.com/v2/companies/565424/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[77.9330925082456]
https://agora.olery.com/v2/companies/249/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[70.1430722891566]
https://agora.olery.com/v2/companies/474/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[69.3512685169419]
https://agora.olery.com/v2/companies/169192/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[63.2370399683419]
https://agora.olery.com/v2/companies/169556/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[44.9771689497717]
https://agora.olery.com/v2/companies/90/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[66.3282895996935]
https://agora.olery.com/v2/companies/40/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[74.4723618090452]
https://agora.olery.com/v2/companies/165/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[67.3563584275028]
https://agora.olery.com/v2/companies/1320/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[58.7883817427386]
https://agora.olery.com/v2/companies/168590/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[64.7201356917858]
https://agora.olery.com/v2/companies/55/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[63.55073751555]
https://agora.olery.com/v2/companies/285/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[74.7169811320755]
https://agora.olery.com/v2/companies/162/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[69.2726036709721]
https://agora.olery.com/v2/companies/169646/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[55.3517964071856]
https://agora.olery.com/v2/companies/110/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[66.543438077634]
https://agora.olery.com/v2/companies/96/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[62.6109765940274]
https://agora.olery.com/v2/companies/94/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[73.680649526387]
https://agora.olery.com/v2/companies/4216/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[61.8387096774194]
https://agora.olery.com/v2/companies/565339/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[66.8086919471666]
https://agora.olery.com/v2/companies/54/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[75.6328417345367]
https://agora.olery.com/v2/companies/277/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[69.3062681240241]
https://agora.olery.com/v2/companies/1316/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[67.2301190933538]
https://agora.olery.com/v2/companies/133/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[66.704263478457]
https://agora.olery.com/v2/companies/169900/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[59.476490547746]
https://agora.olery.com/v2/companies/167/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[67.0215399851448]
https://agora.olery.com/v2/companies/565437/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[48.3072916666667]
https://agora.olery.com/v2/companies/4500/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[51.9607843137255]
https://agora.olery.com/v2/companies/168634/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[66.8339416058394]
https://agora.olery.com/v2/companies/2160/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[68.8664596273292]
https://agora.olery.com/v2/companies/243/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[62.0609981515712]
https://agora.olery.com/v2/companies/53/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[75.5808205635195]
https://agora.olery.com/v2/companies/582558/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[74.1668481812241]
https://agora.olery.com/v2/companies/465/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[62.1592616441296]
https://agora.olery.com/v2/companies/137/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[68.3234714003945]
https://agora.olery.com/v2/companies/169708/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[58.4816132858837]
https://agora.olery.com/v2/companies/125/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[84.2105263157895]
https://agora.olery.com/v2/companies/577314/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[72.4045545880777]
https://agora.olery.com/v2/companies/168639/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[65.3864390706496]
https://agora.olery.com/v2/companies/51/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[66.7304537998907]
https://agora.olery.com/v2/companies/635641/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[65.8515658515659]
https://agora.olery.com/v2/companies/577293/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[63.9381797366915]
https://agora.olery.com/v2/companies/577112/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[64.0346873573711]
https://agora.olery.com/v2/companies/168074/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[73.6422521175884]
https://agora.olery.com/v2/companies/2186/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[74.5438557924819]
https://agora.olery.com/v2/companies/240/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[85.9591162502581]
https://agora.olery.com/v2/companies/290/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[68.4397163120567]
https://agora.olery.com/v2/companies/81/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[82.356647763075]
https://agora.olery.com/v2/companies/170146/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[37.8651685393258]
https://agora.olery.com/v2/companies/77/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[66.7224546722455]
https://agora.olery.com/v2/companies/266/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[62.2317596566524]
https://agora.olery.com/v2/companies/182/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[59.4226327944573]
https://agora.olery.com/v2/companies/192/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[64.2620232172471]
https://agora.olery.com/v2/companies/168145/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[74.1612903225806]
https://agora.olery.com/v2/companies/160/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[71.8346253229974]
https://agora.olery.com/v2/companies/169296/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[56.881243063263]
https://agora.olery.com/v2/companies/582588/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[71.8087995654536]
https://agora.olery.com/v2/companies/239/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[64.5987478656801]
https://agora.olery.com/v2/companies/4222/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[77.4445357436319]
https://agora.olery.com/v2/companies/238/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[73.5519387266635]
https://agora.olery.com/v2/companies/95/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[72.2458446076537]
https://agora.olery.com/v2/companies/220/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[73.4605087014726]
https://agora.olery.com/v2/companies/161/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[63.4989200863931]
https://agora.olery.com/v2/companies/169415/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[53.4683855125844]
https://agora.olery.com/v2/companies/582561/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[72.4209795067732]
https://agora.olery.com/v2/companies/582576/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[74.2372881355932]
https://agora.olery.com/v2/companies/168601/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[59.3227424749164]
https://agora.olery.com/v2/companies/80/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[67.9847286610308]
https://agora.olery.com/v2/companies/582596/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[53.3333333333333]
https://agora.olery.com/v2/companies/30/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[81.9338422391858]
https://agora.olery.com/v2/companies/64/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[71.8306878306878]
https://agora.olery.com/v2/companies/582602/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[52.3263224984066]
